question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,tags,source,status,source_pdf,source_page,pdf_question_number,needs_answer_key,needs_option_review,needs_image_review
MTH-1984-021,JAMB,Mathematics,Past Questions,,medium,1984,,"Tunde and Shola can do a piece of work in 18days.
Tunde can do it alone in x days, whilst Shola takes 15
days longer to do it alone. Which of the following
equations is satisfied by x?",,x2– 5x– 18 = 0,x2 – 20x+360 =0,x2 - 21x– 270 =0,2x2+ 42x– 190 =0,3x2– 31x+ 150 =0,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,6,21,yes,no,no
MTH-1984-022,JAMB,Mathematics,Past Questions,,medium,1984,,"If fx) = 2(x - 3)2 + 3(x - 3) – 4 and g(y) = 5 + y, find g(f(3))
and g{f(4)}",,3 and 4,–3 and 4,–3 and –4,3 and –4,0 and 5,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,6,22,yes,no,no
MTH-1984-023,JAMB,Mathematics,Past Questions,,medium,1984,,"The quadratic equation whose roots are 1 - 13 and 1 +
13 is",,x2 +(1 - 13)x+1 +13=0,"x2 +(1 - 13)x+1 -13=0
f",x2+ 2x+12 =0,x2 – 2x + 12 = 0,x2– 2x– 12 = 0,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,6,23,yes,no,no
MTH-1984-024,JAMB,Mathematics,Past Questions,,medium,1984,,"Find a factor which is common to all three binomial
expressions
4a2 – 9b2, a3 + 27b3, (4a + 6b)2",,4a + 6b,4a – 6b,2a + 3b,2a – 3b,none,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,6,24,yes,no,no
MTH-1984-025,JAMB,Mathematics,Past Questions,,medium,1984,,"P
5 cm
Q
S
11 cm
T
R 4 cm
What is the volume of the regular three dimensional
figure drawn above?",,160cm3,48cm3,96cm3,120cm3,40cm3,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,6,25,yes,no,no
MTH-1984-026,JAMB,Mathematics,Past Questions,,medium,1984,,"If (x - 2) and (x + 1) are factors of the expression x3 + px2
+ qx + 1, what is the sum of p and q?",,0,–3,3,–17/3,–2/3,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,6,26,yes,no,no
MTH-1984-027,JAMB,Mathematics,Past Questions,,medium,1984,,"A cone is formed by bending a sector of a circle having
an angle of 2100. Find the radius of the base of the cone
if the diameter of the circle is base of the cone if the
diameter of the circle is 12cm",,7.00cm,1.75cm,Ö21cm,3.50cm,2Ö21cm,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,27,yes,no,no
MTH-1984-028,JAMB,Mathematics,Past Questions,,medium,1984,,"X
120
3 cm
Y Z
5 cm
Using XYZ in the figure above find XYZ",,290,31020’,310,31018’,590,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,28,yes,no,yes
MTH-1984-029,JAMB,Mathematics,Past Questions,,medium,1984,,"The sides of a triangle are (x + 4)cm, x cm and (x- 4) cm
respectively. If the cosine of the largest angle is 1/5,
find the value of x",,24cm,20cm,28cm,88/7ccm,0cm,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,29,yes,no,no
MTH-1984-030,JAMB,Mathematics,Past Questions,,medium,1984,,"If a = 2x/1 – x and b = 1 + x / 1 – x
then a2 – b2 in the simplest form is",,3x+1/(x-1),3x2-1/(x-1)2,3x2+1/(1-x)2,5x2-1/(1-x)2,"5x2 -2x -1/(1-x)2 3
( x-1)",,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,30,yes,no,no
MTH-1984-031,JAMB,Mathematics,Past Questions,,medium,1984,,"Simplifty (1 + 1 ) (x+2)
( x+1)",,(x2 - 1)(x + 2),x2 (x + 2)/x + 1,x2 - (x + 2),2x(x + 2) 3,2x(x + 2)/x + 1,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,31,yes,no,no
MTH-1984-032,JAMB,Mathematics,Past Questions,,medium,1984,,"Q
P R
V
W S
T
In the figure above PQRSTW is a regular hexagon. QS
intersects RT at V. calculate TVS.",,600,900,1200,300,800,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,32,yes,no,yes
MTH-1984-033,JAMB,Mathematics,Past Questions,,medium,1984,,"Find the integral values of x which satisfy the
inequalities –3 < 2 –5x < 12",,"-2, -1","–2, 2","–1, 0","0,1","1,2",,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,33,yes,no,no
MTH-1984-034,JAMB,Mathematics,Past Questions,,medium,1984,,"r r
60O
r 60O 60O r
Find the area of the shaded portion of the semi – circular
figure above.",,r2/4(4p - 3 3),r2/4(2p + 3 3),1/2r2p,1/8r 3,r2/8(4p + 3 3),,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,34,yes,no,yes
MTH-1984-035,JAMB,Mathematics,Past Questions,,medium,1984,,"P
44O
r
20O
Q
S
y
R
In the figure above QRS is a line, PSQ = 350 SPR = 300
and O is the centre of the circle find OQP",,350,300,1300,250,650,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,35,yes,no,yes
MTH-1984-036,JAMB,Mathematics,Past Questions,,medium,1984,,"If pq + 1 = q2 and t = 1/p – 1/pq
express t in terms of q",,1/p – q,1/ q – 1,1/q + 1,1 + q,1/ 1- q,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,36,yes,no,no
MTH-1984-037,JAMB,Mathematics,Past Questions,,medium,1984,,"The cumulative frequency function of the data below
is given by the frequency y = cf(x). what is cf(5)?
Scores(n) Frequency(f)
3 30
4 32
5 30
6 35
7 20",,30,35,55,62,92,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,37,yes,no,no
MTH-1984-038,JAMB,Mathematics,Past Questions,,medium,1984,,In the figure determine the angle marked y,,660,1100,260,700,"440
P
44O
r
20O
Q
S
y
R",,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,7,38,yes,no,no
MTH-1984-039,JAMB,Mathematics,Past Questions,,medium,1984,,"A right circular cone has a base radius r cm and a vertical
2y0. the height of the cone is",,r tan y0cm,r sin y0cm,r cot y0cm,r cos y0cm,r cosec y0cm,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,39,yes,no,no
MTH-1984-040,JAMB,Mathematics,Past Questions,,medium,1984,,"Two fair dice are rolled. What is the probability that
both show up the same number of point?",,1/36,7/36,½,1/3,1/6,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,40,yes,no,no
MTH-1984-041,JAMB,Mathematics,Past Questions,,medium,1984,,The larger value of y for which (y - 1)2 = 4y – 7 is,,2,4,6,7,"8
y",,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,41,yes,no,no
MTH-1984-042,JAMB,Mathematics,Past Questions,,medium,1984,,"x
Find the x coordinates of the points of intersection of
the two equations in the graph above.",,"1,1","0,-4","4,9","0,0","0,4",,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,42,yes,no,yes
MTH-1984-043,JAMB,Mathematics,Past Questions,,medium,1984,,"If sin q = x/y and 00 < q < 900
then find 1/ tan q",,x/(y2 – x2),x/y,"y2 –n2
y−x",(y2 – x2)/(y2 – x2),y2 – x2/y,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,43,yes,no,no
MTH-1984-044,JAMB,Mathematics,Past Questions,,medium,1984,,"P
6 cm
R
Q
8 cm
S T
12 cm
In the figure above TSP =PRQ, QR = 8cm. PR = 6cm and
ST = 12cm. Find the length SP",,4cm,16cm,9cm,14cm,Impossible insufficient data,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,44,yes,no,yes
MTH-1984-045,JAMB,Mathematics,Past Questions,,medium,1984,,Bar Chart,,,,,,,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,45,yes,yes,yes
MTH-1984-046,JAMB,Mathematics,Past Questions,,medium,1984,,"S
T
135O
P
O R
Q
In the figure above, O is the centre of circle PQRS and
PS//RT. If PRT = 1350, then PSQ is",,671/ 0,450,900,333/2 0,"221/ 0
4 2",,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,46,yes,no,yes
MTH-1984-047,JAMB,Mathematics,Past Questions,,medium,1984,,"XYZ is a triangle and XW is perpendicular to YZ at W.
if XZ = 5cm and WZ = 4cm, calculate XY.",,53cm,35cm,3Ö3cm,5cm,"6cm
X",,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,47,yes,no,no
MTH-1984-048,JAMB,Mathematics,Past Questions,,medium,1984,,"Measurements of the diameters in centimeters of 20
copper spheres are distributed as shown below
Class boundary in cm frequency",,,,,,,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,8,48,yes,yes,no
MTH-1984-049,JAMB,Mathematics,Past Questions,,medium,1984,,"What is the obtuse angle formed when the point U is
joined to Q?",,750,1540,1200,1050,1250,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,49,yes,no,no
MTH-1984-050,JAMB,Mathematics,Past Questions,,medium,1984,,"What is the acute angle formed when the point V joined
to Q?",,600,300,450,900,150,,,mathematics|jamb|1984|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,50,yes,no,no
MTH-1985-001,JAMB,Mathematics,Past Questions,,medium,1985,,"Arrange the following numbers in ascending order of
magnitude 6/7,13/15,0.865",,6/7 < 0.865 < 13/15,6/7 < 13/15 < 0.865,13/15 < 6/7 < 0.865,13/15 < 0.865 < 6/7,0.865 < 6/7 < 13/15,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,1,yes,no,no
MTH-1985-002,JAMB,Mathematics,Past Questions,,medium,1985,,"A sum of money was invested at 8% per annum simple
interest. If after 4years the money amounts to #330.00,
find the amount originally invested.",,#180.00,#165.00,#150.00,#200.00,#250.00,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,2,yes,no,no
MTH-1985-003,JAMB,Mathematics,Past Questions,,medium,1985,,"In the equation below, solve for x if all the numbers are in
base 2? 11/x = 1000/(x + 101)",,101,11,110,111,10,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,3,yes,no,no
MTH-1985-004,JAMB,Mathematics,Past Questions,,medium,1985,,"List all integers satisfying the inequality
-2 < 2x – 6 < 4",,"2,3,4,5","2,3,4","2,5","3,4,5","4,5",,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,4,yes,no,no
MTH-1985-005,JAMB,Mathematics,Past Questions,,medium,1985,,"Find correct to tow decimal places
100 + 1/100 + 3/1000 + 27/10000",,100.02,1000.02,100.22,100.01,100.51,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,5,yes,no,no
MTH-1985-006,JAMB,Mathematics,Past Questions,,medium,1985,,"Simplify 1/2 + 1
1
2 + -------------
1
2 - --------------
4 +1/5",,¾,–1/3,169/190,13/15,"121/
169",,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,6,yes,no,no
MTH-1985-007,JAMB,Mathematics,Past Questions,,medium,1985,,"If three number p,q,r are in the ratio 6:4:5 find the value
of (3q – q)/(4q + r)",,3/2,2/3,2,3,18,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,7,yes,no,no
MTH-1985-008,JAMB,Mathematics,Past Questions,,medium,1985,,"Without using tables, evaluate Log 4 + Log 2 – Log 5
2 4 25",,½,1/5,0,5,2,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,8,yes,no,no
MTH-1985-009,JAMB,Mathematics,Past Questions,,medium,1985,,"John gives one third of his money to Janet who has
#105.00. He then finds that his money is reduced to
one-fourth of what Janet now has. Find how much
money John had at first.",,#45.00,#48.00,#52.00,#58.00,#60.00,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,9,yes,no,no
MTH-1985-010,JAMB,Mathematics,Past Questions,,medium,1985,,"Find x if Log x = 1.5
9",,72.0,27.0,36.0,3.5,24.5,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,10,yes,no,no
MTH-1985-011,JAMB,Mathematics,Past Questions,,medium,1985,,"Write h in terms of a =b(1 - ch)
(1-dh)
A h = (a - b)",,,"h = (a + b )
(ad- bc) (ad - bc)",h = (ad - bc),"h = (1 - b)
( a - b ) (d - bc)","h = (b - a)
(ad - bc)",,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,11,yes,yes,no
MTH-1985-012,JAMB,Mathematics,Past Questions,,medium,1985,,"221/ % of the Nigerian Naira is equal to 171/ % of a foreign
2 10
currency M. what is the conversion rate of the M to the
Naira?",,1M = 15/ N,"1M = 211/ N
57 57",1M = 118/ N,"1M = 381/ N
57 4","1M = 3843/ N
4",,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,12,yes,no,no
MTH-1985-013,JAMB,Mathematics,Past Questions,,medium,1985,,"Find the values of p for which the equation x2 – (p - 2)x
+ 2p + 1 = 0 has equal roots",,"(0,12)","(1,2)","(21,0)","(4,5)","(3,4)",,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,9,13,yes,no,no
MTH-1985-014,JAMB,Mathematics,Past Questions,,medium,1985,,If ex = 1 + x + x2/12 + x3/1.2.3 + ….. find 1/e1/2,,1 - x + x2 - x2 +...,"1 + x + x2 + x2
2 123 24 3 2 1.22 23.3",1 + x + x2 - x2 +...,"1 - x + x2 - x2 +
2 1.23 24. 3 2 1.22 23.3",1+ x 3 + x3 - x4 +,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,14,yes,no,no
MTH-1985-016,JAMB,Mathematics,Past Questions,,medium,1985,,"In a restaurant, the cost of providing a particular type
of food is partly constant and partly inversely
proportional to the number of people. If the cost per
head for 100people is 30k and the cost for 40 people is
60k, find the cost for 50 people",,15k,45k,20k,50k,40k,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,16,yes,no,no
MTH-1985-017,JAMB,Mathematics,Past Questions,,medium,1985,,The factors of 9 – (x2 – 3x - 1)2 are,,-(x - 4)(x + 1)(x - 1)(x - 2),(x - 4)(x - 1)(x - 1)(x + 2),-(x - 2)(x + 1)(x + 2)(x + 4),(x - 4)(x -3)(x - 2)(x + 1),(x - 2)(x + 2)(x - 1)(x + 1),,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,17,yes,no,no
MTH-1985-018,JAMB,Mathematics,Past Questions,,medium,1985,,If 32y – 6(3y) = 27 find y,,3,–1,2,–3,1,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,18,yes,no,no
MTH-1985-019,JAMB,Mathematics,Past Questions,,medium,1985,,Factorize abx2 + 8y – 4bx –2axy,,(ax - 4) (bx – 2y),(ax + b) (x – 8y),(ax – 2y) (by – 4),(abx - 4) (x – 2y),(bx - 4) (ax – 2y),,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,19,yes,no,no
MTH-1985-020,JAMB,Mathematics,Past Questions,,medium,1985,,"At what real value of x do the curves whose equations
are y = x3 + x and y = x2 + 1 intersect?",,-2,2,–1,0,1,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,20,yes,no,no
MTH-1985-021,JAMB,Mathematics,Past Questions,,medium,1985,,"If the quadrilateral function 3x2 – 7x + R is a perfect
square find R",,49/24,49/3,49/6,49/12,49/36,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,21,yes,no,no
MTH-1985-022,JAMB,Mathematics,Past Questions,,medium,1985,,"Solve the following equation
2/(2r – 1) – 5/3 = 1/ (r + 2)",,"(-1, 5/2)","(-1, -5/2)","(5/2, 1)","(2, 1)","(1, 2)",,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,22,yes,no,no
MTH-1985-023,JAMB,Mathematics,Past Questions,,medium,1985,,"Solve for (x,y) in the equations
2x + y = 4: x2 + xy = -12",,"(6, -8); (-2,8)","(3, -4); (-1, 4)","(8, -4); (-1, 4)","(-8, 6);(8, -2)","(-4, 3);(4, -1)",,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,23,yes,no,no
MTH-1985-024,JAMB,Mathematics,Past Questions,,medium,1985,,"Solve the simultaneous equations
2x – 3y + 10 = 10x – 6y = 5",,"x = 21/ , y = 31/","x = 31/ , y = 21/","x = 21/ 2 , y = 3 3","x = 31/ 2 , y = 21/ 3","x = 21/4 , y = 21/ 2 5
2 3",,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,24,yes,no,no
MTH-1985-025,JAMB,Mathematics,Past Questions,,medium,1985,,If f(x - 2) = 4x2 + x + 7 find f(1),,12,27,7,46,17,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,25,yes,no,no
MTH-1985-026,JAMB,Mathematics,Past Questions,,medium,1985,,"In DXYZ, XY = 13cm, YZ = 9cm, XZ = 11cm and XYZ =
q0. find cos q0",,4/39,43/39,209/286,1/6,43/78,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,26,yes,no,no
MTH-1985-027,JAMB,Mathematics,Past Questions,,medium,1985,,"Find the missing value in the table below
x -2 -1 0 1 2 3
y = x
2O
- x + 3 3 3 3 9 27",,-32,–14,40,22,37,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,27,yes,no,yes
MTH-1985-028,JAMB,Mathematics,Past Questions,,medium,1985,,"Find the number of goals scored by a football team in
20matches is shown below
No . of goals 0 1 2 3 4 5
No . of matches 3 5 7 4 1 0
What are the values of the mean and the mode
respectively?",,"(1.75, 5)","(1.75, 2)","(1.75, 1)","(2,2)","(2,1)",,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,28,yes,no,no
MTH-1985-029,JAMB,Mathematics,Past Questions,,medium,1985,,"If the hypotenuse of a right angle isosceles triangle is
2, what is the length of each of the other sides?",,2,1/2,22,1,2 -1,,,mathematics|jamb|1985|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,10,29,yes,no,no
